genetic_evidence,expression_specificity,druggability,novelty,competition,literature_trend,composite_score,tier,gene_id,gene_name,track,is_essential,essential_score,is_novel_target,has_existing_drug,pathway,organism,has_structure,uniprot_id,connections
0.4362498254217576,0.3,0.2,0.7,0.7,0.5,0.4341,Tier 3 - Exploratory,HS_SLC7A10,SLC7A10,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4344070715563673,0.3,0.2,0.7,0.7,0.5,0.4336,Tier 3 - Exploratory,HS_ETS1,ETS1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4329775330531614,0.3,0.2,0.7,0.7,0.5,0.4332,Tier 3 - Exploratory,HS_WDR36,WDR36,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4309689888403825,0.3,0.2,0.7,0.7,0.5,0.4327,Tier 3 - Exploratory,HS_BHLHE40,BHLHE40,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4299311314516733,0.3,0.2,0.7,0.7,0.5,0.4325,Tier 3 - Exploratory,HS_GLB1,GLB1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4281349044444179,0.3,0.2,0.7,0.7,0.5,0.432,Tier 3 - Exploratory,HS_ACTL9,ACTL9,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4265075093359799,0.3,0.2,0.7,0.7,0.5,0.4316,Tier 3 - Exploratory,HS_FOSL2,FOSL2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4235090823645605,0.3,0.2,0.7,0.7,0.5,0.4309,Tier 3 - Exploratory,HS_KDELR2,KDELR2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4227930671860951,0.3,0.2,0.7,0.7,0.5,0.4307,Tier 3 - Exploratory,HS_CARD11,CARD11,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4197424560818145,0.3,0.2,0.7,0.7,0.5,0.4299,Tier 3 - Exploratory,HS_CAPN14,CAPN14,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4186418842135947,0.3,0.2,0.7,0.7,0.5,0.4297,Tier 3 - Exploratory,HS_CD200R1,CD200R1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4172578317380501,0.3,0.2,0.7,0.7,0.5,0.4293,Tier 3 - Exploratory,HS_ZBTB10,ZBTB10,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4148279696284817,0.3,0.2,0.7,0.7,0.5,0.4287,Tier 3 - Exploratory,HS_TNFSF18,TNFSF18,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4145328106301918,0.3,0.2,0.7,0.7,0.5,0.4286,Tier 3 - Exploratory,HS_TNFRSF6B,TNFRSF6B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4112125542889727,0.3,0.2,0.7,0.7,0.5,0.4278,Tier 3 - Exploratory,HS_PLXNC1,PLXNC1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4091974756488546,0.3,0.2,0.7,0.7,0.5,0.4273,Tier 3 - Exploratory,HS_TNFRSF11A,TNFRSF11A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4086524074062978,0.3,0.2,0.7,0.7,0.5,0.4272,Tier 3 - Exploratory,HS_TNFRSF4,TNFRSF4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.4079012422696568,0.3,0.2,0.7,0.7,0.5,0.427,Tier 3 - Exploratory,HS_AFF1,AFF1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.392552799352724,0.3,0.2,0.7,0.7,0.5,0.4231,Tier 3 - Exploratory,HS_RGS14,RGS14,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3902315676699214,0.3,0.2,0.7,0.7,0.5,0.4226,Tier 3 - Exploratory,HS_BATF3,BATF3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3861536246843707,0.3,0.2,0.7,0.7,0.5,0.4215,Tier 3 - Exploratory,HS_FGF2,FGF2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3844094352788036,0.3,0.2,0.7,0.7,0.5,0.4211,Tier 3 - Exploratory,HS_CD207,CD207,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.383418313051192,0.3,0.2,0.7,0.7,0.5,0.4209,Tier 3 - Exploratory,HS_SLC9A4,SLC9A4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.380877284400521,0.3,0.2,0.7,0.7,0.5,0.4202,Tier 3 - Exploratory,HS_HMSD,HMSD,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3793419846487981,0.3,0.2,0.7,0.7,0.5,0.4198,Tier 3 - Exploratory,HS_PRORP,PRORP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3788193510518193,0.3,0.2,0.7,0.7,0.5,0.4197,Tier 3 - Exploratory,HS_SLC6A2,SLC6A2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3781579714691204,0.3,0.2,0.7,0.7,0.5,0.4195,Tier 3 - Exploratory,HS_OPRM1,OPRM1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3754820379922559,0.3,0.2,0.7,0.7,0.5,0.4189,Tier 3 - Exploratory,HS_SPINK5,SPINK5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3751537036848873,0.3,0.2,0.7,0.7,0.5,0.4188,Tier 3 - Exploratory,HS_IL22RA2,IL22RA2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3728239103486567,0.3,0.2,0.7,0.7,0.5,0.4182,Tier 3 - Exploratory,HS_CLEC16A,CLEC16A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3708548025222932,0.3,0.2,0.7,0.7,0.5,0.4177,Tier 3 - Exploratory,HS_ADRA2B,ADRA2B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3705834205823354,0.3,0.2,0.7,0.7,0.5,0.4176,Tier 3 - Exploratory,HS_AHI1,AHI1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3699494345393864,0.3,0.2,0.7,0.7,0.5,0.4175,Tier 3 - Exploratory,HS_CDSN,CDSN,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3695798546847018,0.3,0.2,0.7,0.7,0.5,0.4174,Tier 3 - Exploratory,HS_ADRA2C,ADRA2C,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3695798546847018,0.3,0.2,0.7,0.7,0.5,0.4174,Tier 3 - Exploratory,HS_ADRA2A,ADRA2A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3695798546847018,0.3,0.2,0.7,0.7,0.5,0.4174,Tier 3 - Exploratory,HS_CHRM3,CHRM3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3685624081180232,0.3,0.2,0.7,0.7,0.5,0.4171,Tier 3 - Exploratory,HS_GATA3,GATA3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3674657640592667,0.3,0.2,0.7,0.7,0.5,0.4169,Tier 3 - Exploratory,HS_DSC1,DSC1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3676530478076668,0.3,0.2,0.7,0.7,0.5,0.4169,Tier 3 - Exploratory,HS_OPRD1,OPRD1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3662893249149077,0.3,0.2,0.7,0.7,0.5,0.4166,Tier 3 - Exploratory,HS_PPIA,PPIA,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3651197826270889,0.3,0.2,0.7,0.7,0.5,0.4163,Tier 3 - Exploratory,HS_IRF4,IRF4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3653743361023552,0.3,0.2,0.7,0.7,0.5,0.4163,Tier 3 - Exploratory,HS_EHMT1,EHMT1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.5997282021125234,0.3,0.2,0.3,0.7,0.5,0.4149,Tier 3 - Exploratory,HS_HRH1,HRH1,pruritus,False,0.0,False,False,,Homo sapiens,False,C9J2E6,2
0.3594017273118165,0.3,0.2,0.7,0.7,0.5,0.4149,Tier 3 - Exploratory,HS_SUOX,SUOX,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3559332627427167,0.3,0.2,0.7,0.7,0.5,0.414,Tier 3 - Exploratory,HS_CIART,CIART,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3535635864160923,0.3,0.2,0.7,0.7,0.5,0.4134,Tier 3 - Exploratory,HS_ANKRD55,ANKRD55,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3527362848813211,0.3,0.2,0.7,0.7,0.5,0.4132,Tier 3 - Exploratory,HS_RPRD2,RPRD2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3474617606072609,0.3,0.2,0.7,0.7,0.5,0.4119,Tier 3 - Exploratory,HS_ABCB11,ABCB11,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3470746631362728,0.3,0.2,0.7,0.7,0.5,0.4118,Tier 3 - Exploratory,HS_IL1RL2,IL1RL2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.5835448658618302,0.3,0.2,0.3,0.7,0.5,0.4109,Tier 3 - Exploratory,HS_TRPA1,TRPA1,pruritus,False,0.0,False,False,,Homo sapiens,False,H0YAW0,2
0.3419354744549956,0.3,0.2,0.7,0.7,0.5,0.4105,Tier 3 - Exploratory,HS_OTULINL,OTULINL,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3418328255832411,0.3,0.2,0.7,0.7,0.5,0.4105,Tier 3 - Exploratory,HS_PON1,PON1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3415017181762569,0.3,0.2,0.7,0.7,0.5,0.4104,Tier 3 - Exploratory,HS_MRPS21,MRPS21,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3404968514716382,0.3,0.2,0.7,0.7,0.5,0.4101,Tier 3 - Exploratory,HS_GCNT3,GCNT3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3392302429043883,0.3,0.2,0.7,0.7,0.5,0.4098,Tier 3 - Exploratory,HS_PHF19,PHF19,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3364831128121152,0.3,0.2,0.7,0.7,0.5,0.4091,Tier 3 - Exploratory,HS_SEPTIN8,SEPTIN8,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3316868839286039,0.3,0.2,0.7,0.7,0.5,0.4079,Tier 3 - Exploratory,HS_TLR1,TLR1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.5711540014568087,0.3,0.2,0.3,0.7,0.5,0.4078,Tier 3 - Exploratory,HS_JAK2,JAK2,pruritus,False,0.0,False,False,,Homo sapiens,False,Q506Q0,3
0.3296187800077184,0.3,0.2,0.7,0.7,0.5,0.4074,Tier 3 - Exploratory,HS_BATF,BATF,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3278257363249893,0.3,0.2,0.7,0.7,0.5,0.407,Tier 3 - Exploratory,HS_SAMSN1,SAMSN1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.326103248611937,0.3,0.2,0.7,0.7,0.5,0.4065,Tier 3 - Exploratory,HS_REL,REL,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.32604753423816,0.3,0.2,0.7,0.7,0.5,0.4065,Tier 3 - Exploratory,HS_HIP1R,HIP1R,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3247977593365505,0.3,0.2,0.7,0.7,0.5,0.4062,Tier 3 - Exploratory,HS_GYG1,GYG1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.324501387292551,0.3,0.2,0.7,0.7,0.5,0.4061,Tier 3 - Exploratory,HS_ZBTB1,ZBTB1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.324024004541275,0.3,0.2,0.7,0.7,0.5,0.406,Tier 3 - Exploratory,HS_DHFR,DHFR,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3224054977627337,0.3,0.2,0.7,0.7,0.5,0.4056,Tier 3 - Exploratory,HS_RORC,RORC,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.5625207476552148,0.3,0.2,0.3,0.7,0.5,0.4056,Tier 3 - Exploratory,HS_TYK2,TYK2,pruritus,False,0.0,False,False,,Homo sapiens,False,A0A8V8TN50,3
0.3192437467350345,0.3,0.2,0.7,0.7,0.5,0.4048,Tier 3 - Exploratory,HS_RERE,RERE,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3189016756434592,0.3,0.2,0.7,0.7,0.5,0.4047,Tier 3 - Exploratory,HS_P4HA2,P4HA2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3176621021207195,0.3,0.2,0.7,0.7,0.5,0.4044,Tier 3 - Exploratory,HS_SLAMF6,SLAMF6,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3162736050981307,0.3,0.2,0.7,0.7,0.5,0.4041,Tier 3 - Exploratory,HS_PRKRA,PRKRA,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3153307592915728,0.3,0.2,0.7,0.7,0.5,0.4038,Tier 3 - Exploratory,HS_KIF3A,KIF3A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3138575180710568,0.3,0.2,0.7,0.7,0.5,0.4035,Tier 3 - Exploratory,HS_NCF4,NCF4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3129353834210142,0.3,0.2,0.7,0.7,0.5,0.4032,Tier 3 - Exploratory,HS_NSMCE1,NSMCE1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3120555085388658,0.3,0.2,0.7,0.7,0.5,0.403,Tier 3 - Exploratory,HS_CDC42SE2,CDC42SE2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3114317668582405,0.3,0.2,0.7,0.7,0.5,0.4029,Tier 3 - Exploratory,HS_TBX21,TBX21,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3096766153010192,0.3,0.2,0.7,0.7,0.5,0.4024,Tier 3 - Exploratory,HS_NCAM1,NCAM1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3058756601379469,0.3,0.2,0.7,0.7,0.5,0.4015,Tier 3 - Exploratory,HS_ZBTB38,ZBTB38,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3050809832659943,0.3,0.2,0.7,0.7,0.5,0.4013,Tier 3 - Exploratory,HS_GPR132,GPR132,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3021125847811286,0.3,0.2,0.7,0.7,0.5,0.4005,Tier 3 - Exploratory,HS_CD247,CD247,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3008780757519557,0.3,0.2,0.7,0.7,0.5,0.4002,Tier 3 - Exploratory,HS_ALPK2,ALPK2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2994697672762086,0.3,0.2,0.7,0.7,0.5,0.3999,Tier 3 - Exploratory,HS_C1orf54,C1orf54,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.298046752060184,0.3,0.2,0.7,0.7,0.5,0.3995,Tier 3 - Exploratory,HS_MATN2,MATN2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2979212123982127,0.3,0.2,0.7,0.7,0.5,0.3995,Tier 3 - Exploratory,HS_TCHHL1,TCHHL1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2977875776863719,0.3,0.2,0.7,0.7,0.5,0.3994,Tier 3 - Exploratory,HS_FASLG,FASLG,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2973309391800909,0.3,0.2,0.7,0.7,0.5,0.3993,Tier 3 - Exploratory,HS_SLAMF1,SLAMF1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2973995182386136,0.3,0.2,0.7,0.7,0.5,0.3993,Tier 3 - Exploratory,HS_RAB5B,RAB5B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2967878572867293,0.3,0.2,0.7,0.7,0.5,0.3992,Tier 3 - Exploratory,HS_SLC22A5,SLC22A5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2952969864587103,0.3,0.2,0.7,0.7,0.5,0.3988,Tier 3 - Exploratory,HS_LCE5A,LCE5A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2949125806891623,0.3,0.2,0.7,0.7,0.5,0.3987,Tier 3 - Exploratory,HS_PUS10,PUS10,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2944975985340753,0.3,0.2,0.7,0.7,0.5,0.3986,Tier 3 - Exploratory,HS_AQP3,AQP3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2942469495255524,0.3,0.2,0.7,0.7,0.5,0.3986,Tier 3 - Exploratory,HS_LRP1,LRP1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2940840960572319,0.3,0.2,0.7,0.7,0.5,0.3985,Tier 3 - Exploratory,HS_DUSP1,DUSP1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2931542449797303,0.3,0.2,0.7,0.7,0.5,0.3983,Tier 3 - Exploratory,HS_VDR,VDR,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2914579319059517,0.3,0.2,0.7,0.7,0.5,0.3979,Tier 3 - Exploratory,HS_LAYN,LAYN,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.290042005327393,0.3,0.2,0.7,0.7,0.5,0.3975,Tier 3 - Exploratory,HS_TRIB1,TRIB1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2898678302131108,0.3,0.2,0.7,0.7,0.5,0.3975,Tier 3 - Exploratory,HS_ACSL6,ACSL6,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2887780130684055,0.3,0.2,0.7,0.7,0.5,0.3972,Tier 3 - Exploratory,HS_CPE,CPE,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2869451508066041,0.3,0.2,0.7,0.7,0.5,0.3967,Tier 3 - Exploratory,HS_IL4R,IL4R,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2854375870279562,0.3,0.2,0.7,0.7,0.5,0.3964,Tier 3 - Exploratory,HS_SMAD3,SMAD3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.284909510581126,0.3,0.2,0.7,0.7,0.5,0.3962,Tier 3 - Exploratory,HS_PVALB,PVALB,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2840774388398029,0.3,0.2,0.7,0.7,0.5,0.396,Tier 3 - Exploratory,HS_EMSY,EMSY,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2828552172263628,0.3,0.2,0.7,0.7,0.5,0.3957,Tier 3 - Exploratory,HS_MFN2,MFN2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2799639085323346,0.3,0.2,0.7,0.7,0.5,0.395,Tier 3 - Exploratory,HS_FLG2,FLG2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2792182819066084,0.3,0.2,0.7,0.7,0.5,0.3948,Tier 3 - Exploratory,HS_PPP2R3C,PPP2R3C,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2792615093231336,0.3,0.2,0.7,0.7,0.5,0.3948,Tier 3 - Exploratory,HS_SFRP2,SFRP2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2793390532064528,0.3,0.2,0.7,0.7,0.5,0.3948,Tier 3 - Exploratory,HS_NAA35,NAA35,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2781804109372676,0.3,0.2,0.7,0.7,0.5,0.3945,Tier 3 - Exploratory,HS_PRKD3,PRKD3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.277867603738712,0.3,0.2,0.7,0.7,0.5,0.3945,Tier 3 - Exploratory,HS_CDH13,CDH13,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2750390873639675,0.3,0.2,0.7,0.7,0.5,0.3938,Tier 3 - Exploratory,HS_ARFRP1,ARFRP1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.27428228527995,0.3,0.2,0.7,0.7,0.5,0.3936,Tier 3 - Exploratory,HS_SPATA32,SPATA32,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2726758193036988,0.3,0.2,0.7,0.7,0.5,0.3932,Tier 3 - Exploratory,HS_BCL9,BCL9,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2717937388003703,0.3,0.2,0.7,0.7,0.5,0.3929,Tier 3 - Exploratory,HS_CNTNAP5,CNTNAP5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26897342601419,0.3,0.2,0.7,0.7,0.5,0.3922,Tier 3 - Exploratory,HS_LRRC32,LRRC32,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2683410384780241,0.3,0.2,0.7,0.7,0.5,0.3921,Tier 3 - Exploratory,HS_PDE1B,PDE1B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2679579542960043,0.3,0.2,0.7,0.7,0.5,0.392,Tier 3 - Exploratory,HS_ID2,ID2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2676626863733011,0.3,0.2,0.7,0.7,0.5,0.3919,Tier 3 - Exploratory,HS_KLF13,KLF13,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2670219673006803,0.3,0.2,0.7,0.7,0.5,0.3918,Tier 3 - Exploratory,HS_IL1R1,IL1R1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2668612026052326,0.3,0.2,0.7,0.7,0.5,0.3917,Tier 3 - Exploratory,HS_RBMS3,RBMS3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2662523455100348,0.3,0.2,0.7,0.7,0.5,0.3916,Tier 3 - Exploratory,HS_GTF2I,GTF2I,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.265097844631929,0.3,0.2,0.7,0.7,0.5,0.3913,Tier 3 - Exploratory,HS_CHN2,CHN2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2642495960995617,0.3,0.2,0.7,0.7,0.5,0.3911,Tier 3 - Exploratory,HS_GABRG1,GABRG1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRE,GABRE,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRG2,GABRG2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRQ,GABRQ,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRB2,GABRB2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRA6,GABRA6,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRA2,GABRA2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRP,GABRP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRA4,GABRA4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRA3,GABRA3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRA1,GABRA1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRD,GABRD,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRB1,GABRB1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRG3,GABRG3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRA5,GABRA5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.26332564646285,0.3,0.2,0.7,0.7,0.5,0.3908,Tier 3 - Exploratory,HS_GABRB3,GABRB3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2628799975368176,0.3,0.2,0.7,0.7,0.5,0.3907,Tier 3 - Exploratory,HS_RYBP,RYBP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2611753396716155,0.3,0.2,0.7,0.7,0.5,0.3903,Tier 3 - Exploratory,HS_HRH2,HRH2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2591257384085752,0.3,0.2,0.7,0.7,0.5,0.3898,Tier 3 - Exploratory,HS_WWOX,WWOX,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2588868153891713,0.3,0.2,0.7,0.7,0.5,0.3897,Tier 3 - Exploratory,HS_NCKAP5,NCKAP5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2587058982792912,0.3,0.2,0.7,0.7,0.5,0.3897,Tier 3 - Exploratory,HS_KCNJ11,KCNJ11,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2568399989341717,0.3,0.2,0.7,0.7,0.5,0.3892,Tier 3 - Exploratory,HS_ZBTB25,ZBTB25,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2565352569845999,0.3,0.2,0.7,0.7,0.5,0.3891,Tier 3 - Exploratory,HS_PTPA,PTPA,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2558349639992102,0.3,0.2,0.7,0.7,0.5,0.389,Tier 3 - Exploratory,HS_RBM17,RBM17,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2544359214125399,0.3,0.2,0.7,0.7,0.5,0.3886,Tier 3 - Exploratory,HS_RAD51B,RAD51B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.25367857553322,0.3,0.2,0.7,0.7,0.5,0.3884,Tier 3 - Exploratory,HS_EPS8L3,EPS8L3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2519541707794922,0.3,0.2,0.7,0.7,0.5,0.388,Tier 3 - Exploratory,HS_PRKG1,PRKG1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2514802458450045,0.3,0.2,0.7,0.7,0.5,0.3879,Tier 3 - Exploratory,HS_RHOG,RHOG,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2487989374364838,0.3,0.2,0.7,0.7,0.5,0.3872,Tier 3 - Exploratory,HS_SHANK2,SHANK2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2488320024790917,0.3,0.2,0.7,0.7,0.5,0.3872,Tier 3 - Exploratory,HS_LEF1,LEF1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2452495229659434,0.3,0.2,0.7,0.7,0.5,0.3863,Tier 3 - Exploratory,HS_SIK3,SIK3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2447175971985857,0.3,0.2,0.7,0.7,0.5,0.3862,Tier 3 - Exploratory,HS_IKZF1,IKZF1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
